person_age,person_income,loan_amnt,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
26.0,39906.0,3000.0,13.22,0.08,575,Yes,0
27.0,41523.0,6000.0,13.3,0.14,678,No,0
33.0,91296.0,14000.0,8.35,0.15,627,Yes,0
29.0,85235.0,5940.0,8.51,0.07,680,No,0
33.0,184405.0,10000.0,14.79,0.05,683,No,0
29.0,49551.0,3392.0,9.12,0.07,648,No,0
30.0,81404.0,14000.0,12.84,0.17,639,Yes,0
25.0,73006.0,10200.0,13.92,0.14,679,Yes,0
24.0,66717.0,5000.0,7.88,0.07,562,Yes,0
25.0,85132.0,16000.0,12.18,0.19,494,Yes,0
29.0,35450.0,6000.0,8.49,0.17,609,No,1
28.0,58728.0,5000.0,14.65,0.09,598,Yes,0
28.0,41028.0,15000.0,11.01,0.37,641,No,1
28.0,38315.0,15000.0,11.83,0.39,656,No,1
22.0,102861.0,11700.0,8.59,0.11,706,Yes,0
25.0,93257.0,21925.0,10.12,0.24,625,Yes,0
26.0,37226.0,2000.0,11.71,0.05,716,No,1
31.0,44522.0,10000.0,14.51,0.22,595,No,0
25.0,54837.0,2000.0,8.68,0.04,649,Yes,0
30.0,101755.0,12000.0,11.11,0.12,630,No,0
23.0,96821.0,30000.0,9.91,0.31,611,Yes,0
24.0,40881.0,20000.0,10.99,0.49,600,No,1
25.0,63878.0,9000.0,7.88,0.14,602,Yes,0
22.0,30066.0,4500.0,11.49,0.15,648,No,0
22.0,91022.0,10000.0,8.6,0.11,591,Yes,0
31.0,35578.0,6000.0,10.75,0.17,674,No,1
37.0,223839.0,3000.0,6.39,0.01,675,Yes,0
31.0,133176.0,3650.0,9.63,0.03,659,No,0
36.0,73011.0,7000.0,7.84,0.1,607,No,0
26.0,43181.0,6000.0,12.21,0.14,528,Yes,0
24.0,89495.0,5000.0,15.27,0.06,657,No,1
22.0,60991.0,2500.0,12.53,0.04,667,No,0
24.0,36839.0,9948.0,6.43,0.27,600,No,1
27.0,71863.0,16000.0,13.98,0.22,655,Yes,0
33.0,37173.0,5000.0,11.01,0.13,624,Yes,0
24.0,69920.0,9925.0,15.58,0.14,616,No,1
34.0,65654.0,10000.0,10.31,0.15,669,No,0
28.0,44931.0,6000.0,12.53,0.13,657,No,1
31.0,63150.0,6400.0,7.88,0.1,634,Yes,0
22.0,20379.0,5000.0,12.53,0.25,642,No,1
23.0,50315.0,9500.0,7.88,0.19,642,Yes,0
25.0,70142.0,8000.0,7.66,0.11,628,Yes,0
36.0,46632.0,2819.0,16.89,0.06,634,No,1
39.0,123270.0,7800.0,11.99,0.06,688,Yes,0
34.0,43231.0,5000.0,6.95,0.12,626,No,0
22.0,44119.0,4500.0,6.17,0.1,495,Yes,0
42.0,90875.0,9600.0,11.99,0.11,693,Yes,0
25.0,61120.0,4800.0,15.96,0.08,644,Yes,0
25.0,123489.0,25000.0,20.0,0.2,570,No,1
23.0,90938.0,18000.0,12.73,0.2,616,Yes,0
24.0,181159.0,8000.0,8.75,0.04,574,Yes,0
32.0,92967.0,15000.0,11.3,0.16,601,No,1
24.0,90715.0,29800.0,11.01,0.33,623,Yes,0
28.0,150905.0,8000.0,9.88,0.05,646,No,0
23.0,41795.0,5000.0,7.88,0.12,638,No,0
35.0,21675.0,7200.0,12.36,0.33,656,No,1
32.0,55070.0,7000.0,12.6,0.13,630,Yes,0
23.0,80162.0,12000.0,14.65,0.15,635,Yes,0
38.0,79199.0,15000.0,10.36,0.19,631,No,0
24.0,28741.0,5904.0,9.68,0.21,609,Yes,0
26.0,281792.0,21600.0,12.18,0.08,584,Yes,0
22.0,67104.0,4800.0,11.99,0.07,653,No,0
32.0,38103.0,5000.0,11.49,0.13,685,No,0
33.0,69621.0,13000.0,7.88,0.19,721,No,0
28.0,99300.0,16750.0,20.0,0.17,726,No,1
35.0,93909.0,7500.0,11.03,0.08,724,No,0
42.0,269846.0,25000.0,11.86,0.09,667,Yes,0
22.0,115427.0,9000.0,8.49,0.08,687,Yes,0
25.0,47496.0,5000.0,7.49,0.11,653,No,0
37.0,28699.0,7000.0,6.03,0.24,605,Yes,0
29.0,47210.0,10000.0,14.11,0.21,574,No,1
22.0,75252.0,4000.0,6.76,0.05,613,Yes,0
28.0,88044.0,15000.0,11.01,0.17,596,Yes,0
29.0,117217.0,3785.0,7.19,0.03,648,No,0
22.0,68219.0,6000.0,11.86,0.09,591,Yes,0
32.0,144700.0,8000.0,7.51,0.06,635,Yes,0
25.0,54809.0,10000.0,12.88,0.18,616,Yes,0
40.0,50304.0,6000.0,12.53,0.12,668,Yes,0
29.0,92093.0,20000.0,16.08,0.22,619,No,1
32.0,133224.0,9000.0,11.46,0.07,663,No,0
24.0,123535.0,24250.0,11.83,0.2,621,No,0
23.0,109076.0,12000.0,8.86,0.11,639,Yes,0
28.0,78915.0,6019.0,7.38,0.08,669,No,0
24.0,67046.0,6000.0,11.99,0.09,621,No,1
30.0,13279.0,5500.0,10.36,0.41,659,No,1
25.0,66392.0,6250.0,7.92,0.09,642,Yes,0
28.0,84667.0,9000.0,5.42,0.11,569,No,1
25.0,70989.0,7000.0,7.57,0.1,618,Yes,0
24.0,42096.0,9000.0,11.83,0.21,701,No,0
24.0,84520.0,5000.0,10.31,0.06,697,Yes,0
26.0,61001.0,13000.0,11.97,0.21,616,No,0
29.0,108521.0,6000.0,13.98,0.06,738,No,0
24.0,36279.0,4000.0,9.45,0.11,669,No,0
21.0,25106.0,5000.0,11.01,0.2,636,No,1
24.0,121131.0,5000.0,11.01,0.04,632,Yes,0
23.0,36618.0,10000.0,11.48,0.27,597,No,1
25.0,32538.0,5342.0,9.57,0.16,664,Yes,0
30.0,18284.0,5000.0,14.96,0.27,625,No,1
23.0,47091.0,7675.0,10.0,0.16,586,Yes,0
26.0,58402.0,5600.0,11.5,0.1,614,Yes,0
30.0,269412.0,25000.0,11.83,0.09,618,No,1
26.0,44024.0,4500.0,10.59,0.1,673,No,1
23.0,81467.0,5525.0,6.99,0.07,690,Yes,0
32.0,134233.0,10400.0,9.91,0.08,597,No,0
24.0,53594.0,10750.0,6.17,0.2,664,Yes,0
24.0,130357.0,8000.0,11.95,0.06,603,Yes,0
41.0,107892.0,16000.0,10.95,0.15,658,No,0
24.0,110003.0,10000.0,16.24,0.09,522,Yes,0
24.0,82271.0,10000.0,16.02,0.12,651,No,0
43.0,216774.0,6000.0,14.27,0.03,663,Yes,0
23.0,39997.0,4800.0,11.99,0.12,619,Yes,0
32.0,211695.0,2406.0,13.99,0.01,640,Yes,0
41.0,165430.0,5600.0,8.59,0.03,662,No,0
22.0,116274.0,25000.0,13.8,0.22,654,Yes,0
26.0,70284.0,7000.0,7.79,0.1,636,No,0
22.0,79024.0,10000.0,9.49,0.13,646,No,0
24.0,118500.0,2500.0,8.49,0.02,595,No,1
25.0,151152.0,6500.0,14.61,0.04,526,Yes,0
32.0,277107.0,15000.0,5.99,0.05,566,Yes,0
22.0,34246.0,6900.0,9.99,0.2,544,Yes,0
24.0,65950.0,5000.0,16.0,0.08,640,No,1
23.0,108981.0,12000.0,11.01,0.11,665,Yes,0
40.0,36775.0,6000.0,12.52,0.16,670,No,1
23.0,44340.0,7000.0,10.63,0.16,687,No,0
22.0,19094.0,5000.0,11.01,0.26,579,No,1
30.0,40623.0,5600.0,10.59,0.14,677,Yes,0
25.0,42758.0,1100.0,6.76,0.03,651,No,0
27.0,82921.0,30000.0,15.99,0.36,639,Yes,0
30.0,28340.0,6000.0,13.55,0.21,660,No,0
41.0,60938.0,6000.0,10.71,0.1,669,No,0
25.0,114486.0,35000.0,8.61,0.31,628,No,0
29.0,103093.0,8000.0,12.0,0.08,666,Yes,0
31.0,77030.0,24000.0,11.83,0.31,567,Yes,0
24.0,79460.0,5000.0,12.19,0.06,606,Yes,0
29.0,87037.0,15945.0,13.58,0.18,660,No,0
32.0,101301.0,19600.0,17.19,0.19,708,No,1
26.0,131747.0,20000.0,6.54,0.15,541,Yes,0
42.0,60566.0,7000.0,11.01,0.12,698,Yes,0
25.0,108842.0,25000.0,10.39,0.23,662,No,0
24.0,188588.0,15000.0,13.57,0.08,669,No,0
34.0,69210.0,2616.0,6.33,0.04,662,No,1
23.0,115099.0,19800.0,13.22,0.17,659,No,1
22.0,22429.0,2400.0,14.22,0.11,659,Yes,0
42.0,67597.0,10000.0,13.79,0.15,688,Yes,0
23.0,90901.0,13200.0,6.17,0.15,629,Yes,0
31.0,44145.0,11873.0,11.61,0.27,623,No,1
37.0,67055.0,4800.0,8.9,0.07,714,Yes,0
28.0,79450.0,2500.0,5.99,0.03,681,Yes,0
21.0,39942.0,10000.0,13.23,0.25,547,No,1
26.0,67403.0,1500.0,12.84,0.02,650,Yes,0
22.0,41742.0,16000.0,13.24,0.38,612,No,1
24.0,29914.0,10000.0,6.92,0.33,513,Yes,0
22.0,72938.0,12000.0,13.99,0.16,621,Yes,0
21.0,55080.0,10000.0,7.51,0.18,652,Yes,0
25.0,29626.0,5500.0,12.87,0.19,531,Yes,0
37.0,33014.0,8500.0,8.49,0.26,707,No,1
34.0,91823.0,10000.0,7.05,0.11,638,No,0
33.0,24131.0,5000.0,9.66,0.21,527,No,1
23.0,65560.0,5000.0,9.99,0.08,587,No,0
30.0,15690.0,2100.0,12.49,0.13,686,No,1
27.0,49878.0,5000.0,11.67,0.1,562,Yes,0
34.0,91089.0,12000.0,7.29,0.13,574,Yes,0
28.0,153129.0,8400.0,12.87,0.05,630,Yes,0
32.0,93177.0,23000.0,11.49,0.25,611,No,1
31.0,132980.0,5000.0,14.26,0.04,597,Yes,0
28.0,142235.0,17855.0,15.8,0.13,671,No,1
22.0,127132.0,12000.0,6.62,0.09,593,No,0
26.0,39909.0,3250.0,6.99,0.08,623,Yes,0
33.0,50566.0,6500.0,7.51,0.13,711,Yes,0
29.0,111378.0,3128.0,16.32,0.03,637,No,1
22.0,91891.0,12000.0,11.01,0.13,669,No,0
24.0,26109.0,7508.0,12.66,0.29,613,No,0
27.0,87629.0,15000.0,6.84,0.17,654,Yes,0
26.0,57073.0,8000.0,10.18,0.14,655,Yes,0
28.0,84952.0,15000.0,15.58,0.18,611,Yes,0
26.0,60777.0,15000.0,10.37,0.25,719,No,0
30.0,76604.0,16000.0,14.86,0.21,627,No,1
28.0,136693.0,8000.0,7.07,0.06,618,Yes,0
26.0,45457.0,5790.0,13.7,0.13,614,No,1
28.0,119301.0,20000.0,14.84,0.17,607,Yes,0
28.0,67281.0,16000.0,13.98,0.24,664,No,0
46.0,68880.0,12000.0,10.37,0.17,681,No,0
23.0,30737.0,2000.0,14.04,0.07,608,Yes,0
22.0,29111.0,2400.0,9.63,0.08,668,No,0
26.0,116328.0,10000.0,20.0,0.09,577,No,1
34.0,55782.0,12837.0,13.39,0.23,692,Yes,0
36.0,64579.0,10000.0,13.98,0.15,681,No,1
26.0,36695.0,7500.0,11.14,0.2,659,Yes,0
28.0,115074.0,25000.0,9.62,0.22,719,Yes,0
23.0,70665.0,10000.0,13.23,0.14,644,Yes,0
29.0,47059.0,11000.0,7.49,0.23,614,Yes,0
29.0,94459.0,25000.0,15.33,0.26,601,No,1
26.0,41633.0,13000.0,13.57,0.31,682,No,1
30.0,64562.0,15000.0,10.62,0.23,647,Yes,0
23.0,96969.0,20000.0,14.3,0.21,608,Yes,0
25.0,31025.0,2500.0,12.98,0.08,604,Yes,0
24.0,51445.0,8000.0,9.25,0.16,667,Yes,0
29.0,63127.0,1900.0,11.49,0.03,649,Yes,0
22.0,84904.0,5000.0,6.03,0.06,667,Yes,0
27.0,76164.0,25000.0,14.84,0.33,599,Yes,0
28.0,43549.0,2050.0,15.96,0.05,558,Yes,0
29.0,58552.0,7000.0,8.49,0.12,612,Yes,0
24.0,85094.0,16000.0,10.62,0.19,573,No,0
26.0,120668.0,12000.0,5.99,0.1,675,No,0
26.0,53501.0,12000.0,10.37,0.22,644,No,0
31.0,114997.0,13200.0,12.99,0.11,697,Yes,0
30.0,115952.0,8000.0,6.99,0.07,690,No,0
26.0,94664.0,15000.0,13.44,0.16,539,No,1
29.0,130757.0,4946.0,11.38,0.04,617,Yes,0
30.0,94714.0,26000.0,15.96,0.27,664,Yes,0
25.0,84058.0,9600.0,7.49,0.11,609,Yes,0
24.0,133302.0,15000.0,11.1,0.11,535,Yes,0
32.0,88798.0,12000.0,12.42,0.14,613,Yes,0
26.0,53591.0,3075.0,10.99,0.06,668,Yes,0
27.0,42069.0,10625.0,13.47,0.25,585,No,0
27.0,188291.0,15000.0,13.97,0.08,650,No,0
36.0,62415.0,8000.0,13.47,0.13,528,No,0
30.0,51374.0,5000.0,14.96,0.1,659,Yes,0
22.0,87213.0,15000.0,17.19,0.17,633,Yes,0
39.0,76595.0,15000.0,11.01,0.2,694,No,0
30.0,72891.0,10000.0,7.49,0.14,701,No,0
34.0,130858.0,12350.0,14.96,0.09,671,No,1
24.0,26343.0,4000.0,13.43,0.15,576,No,0
42.0,78733.0,22750.0,8.9,0.29,613,Yes,0
22.0,28518.0,7125.0,11.71,0.25,564,No,1
27.0,114717.0,18000.0,13.48,0.16,684,No,0
23.0,49119.0,10000.0,7.51,0.2,538,Yes,0
22.0,50348.0,3600.0,16.77,0.07,685,No,1
24.0,53853.0,10000.0,9.99,0.19,713,No,0
27.0,44927.0,9000.0,7.49,0.2,727,No,0
32.0,315511.0,12800.0,9.91,0.04,644,Yes,0
26.0,65917.0,1316.0,6.3,0.02,622,No,0
37.0,87508.0,6000.0,11.44,0.07,651,Yes,0
24.0,118515.0,12000.0,7.49,0.1,557,Yes,0
28.0,53289.0,10000.0,8.2,0.19,663,No,0
22.0,66711.0,25000.0,10.74,0.37,669,Yes,0
22.0,70795.0,10000.0,6.54,0.14,653,Yes,0
27.0,124222.0,1901.0,9.15,0.02,602,No,0
34.0,75326.0,6000.0,7.49,0.08,600,Yes,0
35.0,121236.0,12000.0,7.88,0.1,631,No,0
32.0,78839.0,20000.0,13.8,0.25,596,No,1
24.0,100658.0,25000.0,11.12,0.25,695,No,0
42.0,60837.0,16000.0,12.98,0.26,720,No,0
27.0,145600.0,16000.0,12.21,0.11,598,No,0
25.0,35629.0,5000.0,8.37,0.14,639,Yes,0
22.0,29686.0,1500.0,10.63,0.05,659,Yes,0
29.0,44097.0,8000.0,11.01,0.18,682,No,0
21.0,51112.0,12000.0,13.23,0.23,722,No,0
22.0,84671.0,8000.0,12.84,0.09,664,No,0
30.0,109133.0,15000.0,14.45,0.14,585,Yes,0
30.0,49137.0,7000.0,12.8,0.14,535,Yes,0
23.0,47988.0,7000.0,16.77,0.15,610,No,1
27.0,198563.0,10000.0,7.87,0.05,630,Yes,0
26.0,160273.0,12000.0,12.69,0.07,501,Yes,0
25.0,144893.0,15000.0,7.51,0.1,647,No,0
26.0,83770.0,11000.0,11.01,0.13,637,Yes,0
25.0,24028.0,4000.0,11.01,0.17,529,No,1
32.0,44939.0,9000.0,6.92,0.2,670,No,0
23.0,33431.0,5000.0,16.77,0.15,691,No,1
26.0,63990.0,4000.0,11.01,0.06,634,Yes,0
28.0,58545.0,5000.0,15.27,0.09,711,No,1
30.0,157405.0,25000.0,15.33,0.16,539,No,1
30.0,48621.0,16666.0,12.89,0.34,637,No,1
22.0,63123.0,6000.0,7.9,0.1,644,Yes,0
22.0,43508.0,8000.0,9.2,0.18,635,Yes,0
24.0,55174.0,10000.0,7.51,0.18,704,No,0
26.0,29614.0,6000.0,8.9,0.2,653,No,0
25.0,67297.0,9943.0,6.39,0.15,614,No,0
29.0,145058.0,28000.0,7.9,0.19,668,No,0
33.0,225400.0,25000.0,14.46,0.11,670,Yes,0
30.0,112415.0,18000.0,15.23,0.16,643,Yes,0
29.0,90940.0,10000.0,5.42,0.11,647,Yes,0
27.0,114758.0,15000.0,12.68,0.13,675,Yes,0
45.0,66066.0,7750.0,16.07,0.12,639,No,1
53.0,66067.0,10000.0,14.59,0.15,646,No,1
27.0,96984.0,10000.0,12.68,0.1,643,Yes,0
27.0,25500.0,5500.0,6.91,0.22,674,Yes,0
26.0,81614.0,12000.0,12.26,0.15,607,Yes,0
35.0,32728.0,6012.0,16.16,0.18,648,No,1
26.0,66973.0,5000.0,11.86,0.07,639,Yes,0
22.0,94173.0,3000.0,16.32,0.03,610,Yes,0
23.0,37169.0,3600.0,9.7,0.1,693,Yes,0
39.0,48769.0,12000.0,10.74,0.25,638,No,0
27.0,61222.0,5000.0,13.61,0.08,644,Yes,0
26.0,51111.0,18000.0,9.0,0.35,621,No,1
26.0,37001.0,7500.0,11.14,0.2,639,Yes,0
26.0,65106.0,13000.0,7.9,0.2,661,Yes,0
22.0,61827.0,6000.0,5.79,0.1,563,Yes,0
29.0,76121.0,6000.0,5.95,0.08,691,No,0
26.0,89599.0,24000.0,10.74,0.27,585,No,1
25.0,75124.0,7000.0,7.49,0.09,600,Yes,0
27.0,124525.0,25000.0,12.73,0.2,710,No,0
24.0,40531.0,10600.0,11.97,0.26,642,No,1
27.0,123040.0,12500.0,11.99,0.1,604,Yes,0
22.0,63210.0,9750.0,13.06,0.15,664,Yes,0
25.0,71564.0,15000.0,15.58,0.21,624,No,1
24.0,55088.0,2850.0,11.86,0.05,620,Yes,0
24.0,48922.0,7500.0,12.97,0.15,497,Yes,0
22.0,143196.0,15000.0,13.35,0.1,631,No,0
33.0,48670.0,3000.0,7.68,0.06,588,Yes,0
24.0,91142.0,7500.0,11.25,0.08,610,No,0
23.0,104205.0,4800.0,9.62,0.05,640,No,0
22.0,42826.0,12149.0,14.14,0.28,628,Yes,0
29.0,93670.0,21600.0,13.85,0.23,706,No,0
25.0,55533.0,17000.0,11.89,0.31,616,Yes,0
33.0,735661.0,5950.0,12.73,0.01,643,No,0
30.0,48859.0,7500.0,12.69,0.15,703,Yes,0
44.0,79064.0,5000.0,8.0,0.06,692,Yes,0
25.0,91124.0,3000.0,7.51,0.03,652,Yes,0
28.0,58488.0,4600.0,11.86,0.08,676,Yes,0
35.0,70523.0,6000.0,13.57,0.09,735,Yes,0
37.0,58428.0,14725.0,11.01,0.25,611,No,1
31.0,121973.0,12000.0,9.63,0.1,535,No,0
26.0,78922.0,5000.0,5.99,0.06,605,Yes,0
22.0,91732.0,6700.0,11.83,0.07,602,Yes,0
21.0,51397.0,1000.0,15.58,0.02,649,No,1
29.0,36786.0,4000.0,11.01,0.11,572,No,0
26.0,187960.0,15000.0,12.42,0.08,590,Yes,0
23.0,67189.0,3800.0,6.76,0.06,608,Yes,0
33.0,96738.0,12000.0,11.14,0.12,711,No,0
23.0,120977.0,11000.0,8.49,0.09,686,Yes,0
28.0,270875.0,20000.0,7.88,0.07,616,Yes,0
30.0,116206.0,17000.0,10.62,0.15,612,Yes,0
28.0,41480.0,3600.0,16.11,0.09,703,No,1
25.0,37962.0,5000.0,8.94,0.13,565,Yes,0
33.0,64396.0,2500.0,9.99,0.04,697,Yes,0
27.0,91447.0,6000.0,7.74,0.07,583,Yes,0
28.0,79251.0,6400.0,12.87,0.08,656,No,1
27.0,89926.0,12100.0,16.89,0.13,587,No,0
27.0,39777.0,9200.0,11.86,0.23,639,No,0
23.0,40856.0,18041.0,9.97,0.44,638,No,1
24.0,49863.0,7000.0,12.53,0.14,642,Yes,0
29.0,158346.0,4800.0,11.71,0.03,655,No,0
22.0,48971.0,4000.0,11.01,0.08,668,Yes,0
25.0,50203.0,12004.0,11.02,0.24,678,Yes,0
25.0,35216.0,8500.0,11.14,0.24,635,No,0
24.0,72759.0,7000.0,6.54,0.1,641,No,0
28.0,60982.0,14000.0,6.93,0.23,589,Yes,0
28.0,78979.0,4500.0,15.96,0.06,634,No,0
24.0,36532.0,3000.0,7.49,0.08,625,Yes,0
35.0,52761.0,13200.0,16.77,0.25,605,No,1
24.0,63169.0,20000.0,12.87,0.32,630,Yes,0
25.0,35588.0,5000.0,8.9,0.14,652,No,0
32.0,59809.0,6300.0,9.91,0.11,719,Yes,0
21.0,53733.0,6000.0,12.61,0.11,637,No,1
36.0,63467.0,8500.0,11.49,0.13,658,Yes,0
24.0,54819.0,4200.0,7.14,0.08,678,No,0
25.0,133159.0,5000.0,7.14,0.04,701,No,0
22.0,63449.0,12000.0,12.03,0.19,668,Yes,0
37.0,59048.0,8400.0,12.25,0.14,598,Yes,0
24.0,55099.0,4700.0,10.96,0.09,617,Yes,0
33.0,116305.0,14078.0,7.57,0.12,644,Yes,0
23.0,112610.0,10000.0,9.88,0.09,644,Yes,0
38.0,48273.0,8000.0,10.66,0.17,688,No,0
38.0,97036.0,1500.0,11.49,0.02,503,Yes,0
23.0,60958.0,7000.0,11.01,0.11,668,Yes,0
35.0,72032.0,5000.0,8.0,0.07,612,Yes,0
29.0,41991.0,3000.0,13.61,0.07,682,Yes,0
35.0,80096.0,18000.0,9.99,0.22,606,Yes,0
30.0,41645.0,9000.0,11.01,0.22,653,No,0
26.0,61110.0,9000.0,6.97,0.15,690,Yes,0
27.0,123590.0,25000.0,15.57,0.2,701,No,0
29.0,56695.0,8000.0,13.84,0.14,689,No,0
26.0,91121.0,12000.0,10.38,0.13,626,Yes,0
29.0,111389.0,12000.0,6.62,0.11,582,Yes,0
43.0,66705.0,11750.0,10.99,0.18,692,Yes,0
24.0,163144.0,21000.0,10.47,0.13,664,Yes,0
22.0,79285.0,6500.0,11.71,0.08,583,No,0
27.0,47103.0,15000.0,12.68,0.32,685,Yes,0
28.0,65662.0,5000.0,13.1,0.08,626,No,1
26.0,86214.0,6500.0,10.99,0.08,671,No,0
24.0,133099.0,12000.0,7.9,0.09,651,No,0
39.0,67281.0,9600.0,10.7,0.14,706,No,0
24.0,95753.0,25000.0,14.96,0.26,542,No,1
29.0,44335.0,8000.0,6.76,0.18,656,No,1
29.0,78936.0,12000.0,16.49,0.15,704,No,0
25.0,38317.0,9763.0,15.91,0.25,583,No,1
43.0,65475.0,9000.0,15.65,0.14,721,No,1
22.0,44367.0,13000.0,11.14,0.29,684,No,1
22.0,84253.0,15000.0,8.56,0.18,523,Yes,0
22.0,60892.0,5320.0,12.61,0.09,686,No,0
24.0,34790.0,9500.0,5.99,0.27,593,No,1
26.0,104483.0,12000.0,12.99,0.11,659,Yes,0
40.0,144895.0,17000.0,10.51,0.12,655,No,0
30.0,74365.0,12000.0,6.92,0.16,588,Yes,0
38.0,43949.0,6000.0,13.99,0.14,652,Yes,0
28.0,356880.0,15443.0,9.71,0.04,645,Yes,0
30.0,50502.0,3249.0,13.6,0.06,604,No,1
23.0,85915.0,9600.0,11.01,0.11,666,Yes,0
35.0,75678.0,13000.0,9.25,0.17,613,No,1
35.0,138972.0,7200.0,13.85,0.05,686,Yes,0
27.0,115502.0,20000.0,15.95,0.17,639,Yes,0
24.0,94567.0,15000.0,14.92,0.16,642,No,1
24.0,90129.0,3500.0,7.29,0.04,645,Yes,0
24.0,53554.0,2200.0,8.9,0.04,610,No,1
25.0,93100.0,6000.0,7.48,0.06,660,Yes,0
23.0,95636.0,16000.0,14.09,0.17,610,No,1
22.0,75568.0,2000.0,15.27,0.03,634,No,0
23.0,91222.0,7000.0,8.49,0.08,665,No,0
32.0,34217.0,3000.0,11.12,0.09,633,No,1
24.0,116447.0,7700.0,12.53,0.07,645,No,0
28.0,77552.0,10000.0,11.72,0.13,646,Yes,0
23.0,84884.0,7200.0,7.49,0.08,609,Yes,0
42.0,33684.0,9000.0,11.11,0.27,701,No,1
29.0,52580.0,6000.0,15.96,0.11,699,No,1
33.0,53666.0,8000.0,17.49,0.15,692,No,0
25.0,82508.0,13597.0,10.02,0.16,650,No,0
25.0,66710.0,10000.0,13.57,0.15,580,No,0
25.0,51393.0,3000.0,9.91,0.06,605,Yes,0
26.0,37077.0,4200.0,9.91,0.11,691,Yes,0
26.0,137013.0,3200.0,11.01,0.02,549,Yes,0
48.0,169005.0,18000.0,9.99,0.11,652,No,0
35.0,122521.0,4500.0,9.32,0.04,609,Yes,0
31.0,120940.0,7000.0,9.99,0.06,666,Yes,0
23.0,44401.0,6000.0,7.51,0.14,586,Yes,0
28.0,171632.0,18000.0,10.38,0.1,653,Yes,0
21.0,36804.0,7500.0,10.75,0.2,621,No,0
29.0,72595.0,12000.0,7.29,0.17,643,Yes,0
36.0,113714.0,24780.0,13.76,0.22,686,No,1
28.0,66011.0,4500.0,11.01,0.07,734,No,1
40.0,75427.0,4800.0,11.01,0.06,713,No,0
29.0,58595.0,6625.0,8.49,0.11,695,No,0
34.0,73208.0,10047.0,13.19,0.14,682,No,0
33.0,73645.0,8622.0,8.97,0.12,535,Yes,0
22.0,55432.0,7500.0,11.01,0.14,589,Yes,0
39.0,67712.0,11500.0,13.22,0.17,644,No,0
29.0,71504.0,3000.0,17.19,0.04,517,No,1
27.0,80434.0,9600.0,11.01,0.12,547,No,1
28.0,53581.0,10934.0,11.77,0.2,582,No,0
23.0,49384.0,6000.0,8.94,0.12,601,Yes,0
25.0,216924.0,20998.0,11.48,0.1,620,Yes,0
29.0,139678.0,20000.0,10.46,0.14,708,No,0
30.0,73983.0,9000.0,8.28,0.12,677,Yes,0
41.0,47591.0,8000.0,14.84,0.17,673,No,1
26.0,123206.0,13000.0,5.42,0.11,641,Yes,0
24.0,18294.0,4375.0,11.01,0.24,662,No,1
30.0,92097.0,4427.0,16.24,0.05,617,No,1
31.0,39522.0,5000.0,16.29,0.13,691,No,1
23.0,44135.0,15000.0,13.49,0.34,582,No,1
23.0,109316.0,15000.0,10.03,0.14,636,Yes,0
23.0,54056.0,5000.0,13.99,0.09,644,No,1
25.0,73167.0,7000.0,6.92,0.1,621,Yes,0
23.0,37111.0,12000.0,16.45,0.32,607,Yes,0
36.0,96946.0,15000.0,10.71,0.15,709,Yes,0
24.0,63563.0,5000.0,8.32,0.08,671,No,0
25.0,73370.0,1200.0,7.66,0.02,572,Yes,0
32.0,192711.0,12000.0,7.88,0.06,675,Yes,0
22.0,77534.0,2000.0,9.32,0.03,514,Yes,0
22.0,49114.0,7000.0,11.99,0.14,553,Yes,0
24.0,25992.0,5000.0,16.29,0.19,612,No,0
38.0,34373.0,1442.0,13.0,0.04,652,Yes,0
21.0,33453.0,4800.0,7.51,0.14,525,Yes,0
28.0,150992.0,9975.0,7.4,0.07,673,Yes,0
44.0,139036.0,12000.0,11.01,0.09,699,Yes,0
34.0,48744.0,4750.0,9.25,0.1,719,No,0
23.0,67950.0,4000.0,15.23,0.06,705,No,0
30.0,65847.0,14500.0,10.65,0.22,600,Yes,0
24.0,49044.0,12000.0,12.69,0.24,676,Yes,0
29.0,58642.0,9000.0,11.99,0.15,576,No,0
23.0,192853.0,7000.0,8.96,0.04,563,Yes,0
23.0,53566.0,7500.0,15.96,0.14,626,No,1
27.0,54837.0,10000.0,6.17,0.18,657,Yes,0
29.0,52912.0,4625.0,5.42,0.09,642,Yes,0
39.0,82551.0,2500.0,7.88,0.03,569,Yes,0
30.0,202369.0,18000.0,14.46,0.09,656,No,1
27.0,136130.0,24000.0,11.01,0.18,592,No,0
25.0,69811.0,7250.0,10.59,0.1,644,Yes,0
26.0,75602.0,18000.0,16.63,0.24,519,Yes,0
24.0,72818.0,7000.0,7.51,0.1,662,No,1
32.0,62364.0,9000.0,12.99,0.14,635,Yes,0
22.0,53665.0,18000.0,13.57,0.34,664,No,1
35.0,69289.0,6178.0,11.04,0.09,728,No,1
23.0,58561.0,5000.0,10.08,0.09,641,Yes,0
28.0,29935.0,1240.0,7.55,0.04,572,Yes,0
42.0,48871.0,10000.0,16.0,0.2,706,No,1
26.0,19086.0,7100.0,9.99,0.37,678,No,1
26.0,52791.0,7000.0,9.99,0.13,579,Yes,0
26.0,56776.0,2500.0,14.72,0.04,624,No,0
38.0,25930.0,3000.0,13.48,0.12,626,Yes,0
21.0,51095.0,3500.0,7.51,0.07,640,Yes,0
